Gene ID;source_id;Product Description;Min %ile (Within Chosen Samples);Max %ile (Within Chosen Samples);P. falciparum Newbold mRNA Seq data - 0 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 8 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 16 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 24 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 32 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 40 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 48 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 0 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 8 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 16 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 24 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 32 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 40 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 48 hours - nonunique (Pf3D7 blood stage RNAseq)
PF3D7_1112300;PF3D7_1112300.1;conserved Plasmodium protein, unknown function;29.9;43.5;12.5;10.91;4.17;26.04;29.45;22.38;18.82;13.41;10.92;3.73;31.86;32.36;18.39;21.07
PF3D7_1112400;PF3D7_1112400.1;nucleic acid binding protein, putative;16.8;65.1;45.57;18.41;11.59;28.69;5.19;28.18;44.66;38.67;14.22;8.5;34.64;25.64;35.39;35.17
PF3D7_1112500;PF3D7_1112500.1;RNA transcription, translation and transport factor protein, putative;25.1;60.3;23.52;32.37;10.64;50.12;25;14.54;30.73;29.2;50.04;18.33;75.28;29.65;36.27;33.4
PF3D7_1112600;PF3D7_1112600.1;ATPase, putative;22.4;50.7;25.49;15.53;11.53;8.98;26.74;22.92;18.17;22.58;12.01;8.3;9.27;25.87;20.9;24.22
PF3D7_1112700;PF3D7_1112700.1;conserved Plasmodium protein, unknown function;12.3;25.5;4.4;5.75;2.88;5.84;11.17;7;11.62;6.58;8.33;3.1;6.64;14.43;15.36;21.19
PF3D7_1112800;PF3D7_1112800.1;conserved protein, unknown function;5.3;43;4.9;11.44;8.73;16.15;4.47;9.1;2.75;5.09;10.12;7.08;9.81;6.18;10.84;5.75
PF3D7_1112900;PF3D7_1112900.1;conserved Plasmodium protein, unknown function;10.3;36.7;7.01;7.55;2.55;3.49;5.47;18.58;23.56;7.93;6.34;2.69;2.4;3.25;17.42;22.26
PF3D7_1113000;PF3D7_1113000.1;conserved Plasmodium protein, unknown function;11.4;29.3;6.65;3.48;1.06;3.93;4.21;17.7;15.72;6.6;4.01;1.05;1.88;3.09;20.98;18.86
PF3D7_1113100;PF3D7_1113100.1;protein tyrosine phosphatase;79.7;93.8;153.15;169.43;72;419.85;291.19;305.68;279.65;265.11;318.77;182.37;442.36;284.19;319.27;304.63
PF3D7_1113200;PF3D7_1113200.1;conserved Plasmodium protein, unknown function;50.2;87.1;54.68;25.67;12.84;192.3;122.64;171.65;141.33;106.3;73.48;36;175.03;193.92;155.66;156.86
PF3D7_1113300;PF3D7_1113300.1;UDP-galactose transporter, putative;32.9;93.3;30.73;9.13;8.09;66.51;379.45;271.27;267.05;70.75;27.16;15.5;85.22;487.23;324.42;335.66
PF3D7_1113400;PF3D7_1113400.1;ubiquitin domain-containing protein DSK2, putative;85.7;96.1;492.02;374.98;341.44;308.26;461.07;182.52;165.31;372.73;279.31;271.08;284.14;285.55;144.03;132.62
PF3D7_1113500;PF3D7_1113500.1;GTP-binding protein, putative;32.2;63.4;19.56;25;27.33;28.49;37.06;20.32;20.15;25.97;28.68;28.02;45.57;40.57;36.51;36.52
PF3D7_1113600;PF3D7_1113600.1;conserved Plasmodium protein, unknown function;53;87.8;117.49;161.43;126.46;137.12;113.65;39.46;51.98;87.26;119.46;92.37;76.6;64.26;34.85;36.9
PF3D7_1113700;PF3D7_1113700.1;glyoxalase I;48.5;89.2;81.18;84.69;67.03;230.26;136.76;34.09;34.31;70.19;83.51;67.98;158.36;127.99;55.84;45.39
PF3D7_1113800;PF3D7_1113800.1;conserved Plasmodium membrane protein, unknown function;27.7;89.9;21.26;10.61;3.69;59.67;187.1;194.3;223.02;55.3;28.37;12.23;71.58;246.82;320.5;329.07
PF3D7_1113900;PF3D7_1113900.1;mitogen-activated protein kinase 2;14;29.4;4.3;4.24;2.19;5.83;3.92;7.97;18.05;5.88;3.51;2.35;4.99;3.87;8.01;11.41
PF3D7_1114000;PF3D7_1114000.1;dynein light chain Tctex-type, putative;0;47.8;22.79;6.69;0;4.81;0;11.53;20.88;18.16;8.95;0;5.97;4.48;6.01;9.98
PF3D7_1114100;PF3D7_1114100.1;rhomboid protease ROM1;70.2;94.6;58.15;63.33;40.56;244.51;314.29;390.21;360;221.77;179.1;101.41;310.53;316.96;390.8;394.5
PF3D7_1114100;PF3D7_1114100.2;rhomboid protease ROM1;70.2;94.6;58.15;63.33;40.56;244.51;314.29;390.21;360;221.77;179.1;101.41;310.53;316.96;390.8;394.5
PF3D7_1114200;PF3D7_1114200.1;GTPase-activating protein, putative;59.6;91.9;244.67;165.88;109.12;148.41;53.28;54.24;55.68;364.25;277.32;186.51;163.79;62.67;69.05;69.69
PF3D7_1114300;PF3D7_1114300.1;unspecified product;0;41.4;17.29;13.54;0;7.31;0;11.66;10.56;62.23;81.45;5.63;18.86;5.09;24.74;23.28
PF3D7_1114400;PF3D7_1114400.1;RAP protein, putative;21.3;43.7;9.14;5.54;2.62;23.91;29.67;18.02;12.48;11.8;8.89;2.56;24.55;34.27;17.75;16.72
PF3D7_1114500;PF3D7_1114500.1;conserved Plasmodium protein, unknown function;15.9;54.8;8.07;3.2;1.73;28.64;44.13;26.8;28.55;9.62;6.85;3.04;34.27;46.37;33.44;26.76
PF3D7_1114600;PF3D7_1114600.1;conserved Plasmodium protein, unknown function;7.7;36;1.09;2.34;1.66;5.04;20.76;12.08;9.11;3.68;1.87;3.24;7.03;12.31;17.98;15.68
PF3D7_1114700;PF3D7_1114700.1;serine/threonine protein kinase, putative;80.5;90.6;208.32;204.45;125.88;158.59;138.08;119.78;126.86;188.57;178.91;126.39;135.27;144.06;108.95;104.57
PF3D7_1114800;PF3D7_1114800.1;glycerol-3-phosphate dehydrogenase, putative;0;34.2;8.31;4.47;0;6.44;2.52;20.54;21.71;10.18;6.11;1.38;6.2;8.98;19.5;18.46
PF3D7_1114900;PF3D7_1114900.1;conserved protein, unknown function;14.3;46.9;12.05;6.17;1.35;6.66;8.84;28.89;32.58;13.01;6.52;1.49;3.74;9.45;31.35;33.53
PF3D7_1115000;PF3D7_1115000.1;conserved protein, unknown function;36.5;91;41.2;10.76;12.71;81.26;272.99;41.68;58.73;37.44;20.13;12.67;74.93;366.92;63.1;74
PF3D7_1115100;PF3D7_1115100.1;conserved protein, unknown function;9.9;33;4.14;3.19;3.61;16.51;9.71;19.76;5.97;7.03;6.14;6.01;8.52;10.23;9.32;10.08
PF3D7_1115200;PF3D7_1115200.1;histone-lysine N-methyltransferase SET7;50.1;82.4;89.99;94.7;85.27;34.69;40.16;93.68;101.82;90.4;96.25;96.08;36.04;54.57;106.32;109.37
PF3D7_1115300;PF3D7_1115300.1;cysteine proteinase falcipain 2b;43.9;94.7;137.75;306.47;298.42;235.11;78.39;29.4;32.97;182.12;347.97;437.09;1006.12;271.98;93.8;101.78
PF3D7_1115400;PF3D7_1115400.1;cysteine proteinase falcipain 3;92;96.6;384.53;261.23;230.28;689.29;671.02;569.22;526.72;728.15;517.43;440.59;805.54;1058.27;780.5;764.82
PF3D7_1115500;PF3D7_1115500.1;AP2 domain transcription factor, putative;53.8;94.5;49.5;31.31;15.99;56.62;343.6;370.16;377.49;87.57;50.68;23.92;75.44;387.96;226.52;238.08
PF3D7_1115600;PF3D7_1115600.1;peptidyl-prolyl cis-trans isomerase;74.2;98.9;163.68;72.12;140.07;479.93;1814.92;1462.8;1518.58;292.54;133.36;202.65;361.21;1529.39;1198.1;1141.71
PF3D7_1115700;PF3D7_1115700.1;cysteine proteinase falcipain 2a;81.2;99.8;138.68;188.63;300.24;5087.24;260.92;131.06;126.27;263.23;377.27;573.28;4507.17;465.78;208.62;210.51
PF3D7_1115800;PF3D7_1115800.1;conserved Plasmodium protein, unknown function;71.2;99.3;2276.42;1222.34;534;212.55;81.67;270.48;267.06;1749.06;923.46;439.22;140.59;78.78;256.48;258.59
PF3D7_1115900;PF3D7_1115900.1;palmitoyltransferase DHHC9;30.8;86.8;28.52;10.68;4.42;18.74;33.89;174.8;156.23;91.9;41.78;8.51;24.41;52.25;230.12;232.89
PF3D7_1116000;PF3D7_1116000.1;rhoptry neck protein 4;74.1;99.2;242.94;204.16;73.15;88.13;264.44;1918.9;1846.47;195.7;162.01;58.3;41.28;109.62;835.35;807.48
PF3D7_1116100;PF3D7_1116100.1;serine esterase, putative;34.1;82.5;88.3;64.01;16.21;17.36;71.83;132.21;137.14;77.16;54.7;13.08;16.58;73.25;125.61;127.45
PF3D7_1116200;PF3D7_1116200.1;pyridoxine biosynthesis protein PDX2;59.8;84.2;41.43;68.71;87.69;154.08;63.41;70.69;50.11;64.22;110.23;137.02;179.4;78.78;56.97;50.95
PF3D7_1116200;PF3D7_1116200.2;pyridoxine biosynthesis protein PDX2;59.8;84.2;41.43;68.71;87.69;154.08;63.41;70.69;50.11;64.22;110.23;137.02;179.4;78.78;56.97;50.95
PF3D7_1116300;PF3D7_1116300.1;peptidyl-prolyl cis-trans isomerase;65.8;88.2;81.38;146.07;57.42;211.86;71.17;64.4;61.97;85.94;146.84;75.79;194.82;127.78;84.5;85.21
PF3D7_1116400;PF3D7_1116400.1;guanine nucleotide-exchange factor SEC12;69.3;88.1;55.51;72.71;75.57;198.78;143.52;183.66;195.32;100.79;123.99;122.26;211.58;180.34;234.29;251.48
PF3D7_1116500;PF3D7_1116500.1;folate transporter 2;61.9;95.4;51.57;36.59;36.21;180.27;268.77;406.31;439.18;71.24;58.93;48.21;196.9;297.59;401.71;397.74
PF3D7_1116600;PF3D7_1116600.1;dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3, putative;41.9;76.5;23.61;13.97;9.09;98.39;69.76;63.12;72.18;34.42;25.11;16.13;105.18;82.04;70.49;67.29
PF3D7_1116700;PF3D7_1116700.1;dipeptidyl aminopeptidase 1;92.9;98.7;953.01;950.24;1363.34;1534.09;1094.51;303.86;302.29;935.48;980.29;1453.97;1711.68;1084.22;406.51;398.6
PF3D7_1116800;PF3D7_1116800.1;heat shock protein 101;86.9;98.8;1165.03;1406.5;1260.67;432.13;191.16;199.06;222.15;928.8;1128.82;1043.59;370.12;134.41;161.5;166.76
PF3D7_1116900;PF3D7_1116900.1;conserved protein, unknown function;0;48.7;2.57;4.61;4.35;9.95;0;31.75;34.5;8.23;7.39;5.11;5.75;1.85;19.14;28.53
PF3D7_1117000;PF3D7_1117000.1;conserved Plasmodium membrane protein, unknown function;10.8;30.4;3.97;3.36;1.44;3.63;10.86;16.33;18.6;8.43;3.43;1.86;4.84;12.12;18.94;15.78
PF3D7_1117100;PF3D7_1117100.1;ubiquitin carboxyl-terminal hydrolase UCH54;63.5;88.8;118.52;50.98;27.47;82.74;222.38;130.6;157.71;100.03;41.22;24.99;86.01;251.47;145.83;141.13
PF3D7_1117200;PF3D7_1117200.1;conserved Plasmodium protein, unknown function;9.1;27.4;9.1;5.82;1.73;3.02;6.02;9.28;9.08;8.09;5.53;2.39;3.51;10.92;9.86;9.34
PF3D7_1117300;PF3D7_1117300.1;conserved protein, unknown function;96.1;99.4;946.73;865.94;559.38;693.06;1220.43;2075.78;2041.44;933.72;771.46;444.57;485.73;829.03;1389.57;1345.25
PF3D7_1117400;PF3D7_1117400.1;conserved Plasmodium protein, unknown function;60.1;91.1;79.69;49.82;22.37;72.39;200.29;253.15;253.9;67.11;47.21;32.81;60.25;106.89;223.11;216.49
PF3D7_1117500;PF3D7_1117500.1;tyrosine--tRNA ligase;33.2;58.4;34.38;19.21;15.51;41.47;30.14;20.45;23.97;26.79;15.88;12.39;38.77;38.55;26.06;22.83
PF3D7_1117600;PF3D7_1117600.1;peptidyl-tRNA hydrolase ICT1;38.6;87.6;15.39;16.57;10.84;63.28;200.58;83.43;67.61;26.12;14.32;11.31;87.51;195.67;50.01;61.39
PF3D7_1117600;PF3D7_1117600.2;peptidyl-tRNA hydrolase ICT1;38.6;87.6;15.39;16.57;10.84;63.28;200.58;83.43;67.61;26.12;14.32;11.31;87.51;195.67;50.01;61.39
PF3D7_1117700;PF3D7_1117700.1;GTP-binding nuclear protein RAN/TC4;95.7;98.8;666.38;475.74;475.4;1348.01;1631.36;1012.73;994.14;788.06;620.1;679.26;1561.39;1794.55;846.38;834.79
PF3D7_1117800;PF3D7_1117800.1;DNA mismatch repair protein MLH;56.2;67.1;34.95;32.24;33.93;55;58.79;44.55;54.8;31.43;28.49;31.35;42.34;61.39;45.59;55.37
PF3D7_1117900;PF3D7_1117900.1;conserved Plasmodium protein, unknown function;30.2;61.8;39.87;35.88;21.42;19.86;15.57;27.1;31.62;30.33;26.6;18.04;11.95;16.46;29.03;29.36
PF3D7_1118000;PF3D7_1118000.1;conserved Plasmodium protein, unknown function;35.8;70.6;51.69;44.93;41.53;18.97;79.32;70.65;33.52;45.15;36.56;41.69;32.22;84.27;43.58;35.61
PF3D7_1118100;PF3D7_1118100.1;AP-1 complex subunit sigma, putative;62.6;95;40.9;66.7;42.81;149.39;498.21;78.02;117.78;95.19;124.49;104.64;129.03;318.15;78.41;110.81
PF3D7_1118200;PF3D7_1118200.1;heat shock protein 90, putative;65.3;91.9;58.93;52.72;95.04;307.21;149.84;61.74;66.44;55.83;51.08;95.73;365.94;129.26;68.78;64.12
PF3D7_1118300;PF3D7_1118300.1;insulinase, putative;69;94.3;339.34;366.01;245.55;127.77;121.79;69.94;72.8;321.22;358.64;232.48;128.3;124.2;81.74;82.44
PF3D7_1118400;PF3D7_1118400.1;haloacid dehalogenase-like hydrolase, putative;48.2;86.8;146.06;81.21;63.45;31.74;71.41;107.93;77.8;101.11;56.08;45.73;17.96;35.93;76.25;80.5
PF3D7_1118500;PF3D7_1118500.1;nucleolar protein 56, putative;63.8;88.4;98.65;89.42;80.12;215.78;61.96;88.64;79.26;145.59;154.2;142.66;264.74;96.32;112.18;103.05
PF3D7_1118600;PF3D7_1118600.1;histone acetyltransferase MYST;37.8;69.7;56.57;41.59;29.55;68.18;22.91;39.97;34.19;91.27;84.64;60.75;91.11;62.09;62.74;53.89
PF3D7_1118700;PF3D7_1118700.1;myosin light chain B;13.2;68.6;22.89;5.71;1.14;6.49;6.1;66.27;69.4;22.11;9.16;2;4.42;3.92;56.2;56.25
PF3D7_1118800;PF3D7_1118800.1;actin-related protein 2/3 complex subunit 1, putative;9.4;44.4;9.3;1.5;1.89;6.49;30.5;25.88;17.19;8.68;5.09;3.05;4.69;13.06;26.97;18.26
PF3D7_1118900;PF3D7_1118900.1;conserved protein, unknown function;23.4;40.9;8.05;5.52;3.72;10.21;16.01;16.29;27.06;8.7;6.32;5.24;15.11;25.31;24.87;21.15
PF3D7_1119000;PF3D7_1119000.1;acyl-CoA-binding protein, putative;51;77.2;41.16;21.11;19.45;101.37;107.14;67.26;95.49;42.14;27.94;24.57;111.98;186.36;100.68;113.27
PF3D7_1119100;PF3D7_1119100.1;tRNA m(1)G methyltransferase, putative;44.4;80.4;25.24;50.14;43.38;119.94;52.12;35.37;30.15;24.12;44.57;37.84;87.51;41.21;26.02;22.85
PF3D7_1119200;PF3D7_1119200.1;conserved protein, unknown function;50;82.1;59.15;67.61;30.71;134.69;39.59;35.83;81.12;75.12;75.08;35.31;97.37;39.13;28;41.14
PF3D7_1119300;PF3D7_1119300.1;splicing factor U2AF small subunit, putative;49.4;82.2;84.03;91.17;84.26;109.16;97.95;73.35;35.29;63.27;72.59;67.14;79.8;48.07;36.86;29.76
PF3D7_1119400;PF3D7_1119400.1;ubiquitin-protein ligase, putative;41.4;60.7;24.95;34.64;20.9;25.64;26.44;28.33;32.79;39.22;52.49;32.02;38.95;32.46;53.22;53.19
PF3D7_1119500;PF3D7_1119500.1;AP-4 complex subunit mu, putative;66.2;83.8;94.27;88.5;92.96;69.81;129.97;66.54;63.07;110.91;91.28;80.43;107.94;144.67;95.38;107.85
PF3D7_1119600;PF3D7_1119600.1;ATP-dependent zinc metalloprotease FTSH, putative;29.3;68.6;9.87;19.95;15.15;52.31;73.81;43.67;48.27;13.51;25.92;21.5;48.45;53.49;37.43;37.45
PF3D7_1119700;PF3D7_1119700.1;conserved Plasmodium protein, unknown function;37.6;84.3;119.8;130.14;21.55;86.42;22.58;93.86;100.63;117.73;137.99;21.89;60.99;33.48;99.25;116.3
PF3D7_1119800;PF3D7_1119800.1;alternative splicing factor ASF-1, putative;59.9;80.1;77.08;86.93;22.15;118.05;54.53;87.47;79.22;86.19;87.22;40.06;123.65;65.65;109.69;104.14
PF3D7_1119900;PF3D7_1119900.1;protein transport protein SEC16, putative;31.9;78.2;65.93;91.32;46.85;32.2;17.08;37.48;38.15;63.23;86.68;45.33;31.7;20.93;31.93;29.87
PF3D7_1120000;PF3D7_1120000.1;conserved protein, unknown function;6.2;42.2;5.79;11.18;8.31;17.41;9.3;5.05;3.43;7.13;10.98;9.75;17.98;8.64;8.88;7.44
PF3D7_1120100;PF3D7_1120100.1;phosphoglycerate mutase, putative;95.1;99.1;400.87;734.44;1321.42;1526.06;2008.74;638.48;636.83;446.6;828.11;1628.01;1612.19;2365.77;531.26;515.45
PF3D7_1120200;PF3D7_1120200.1;conserved Plasmodium protein, unknown function;71.7;97.6;75.95;81.8;44.17;282.48;521.94;788.9;765.54;85.94;127.47;69.96;234.41;558.03;476.41;522.51
PF3D7_1120300;PF3D7_1120300.1;CorA-like Mg2+ transporter protein, putative;39.2;73.2;25.79;12.22;9.45;43.17;56.4;84.21;63.55;25.29;15.05;9.24;39.96;58.71;54.14;53.76
PF3D7_1120400;PF3D7_1120400.1;alpha/beta hydrolase fold domain containing protein, putative;26.5;88.9;176.57;111.74;70.23;50.89;28.62;17.66;15.99;204.63;141.43;92.91;80.66;35.48;26.42;27.15
PF3D7_1120500;PF3D7_1120500.1;tRNA nucleotidyltransferase, putative;62.2;74.9;50.17;65.19;29.28;91.48;80.52;55.5;54.13;96.61;117.44;47.13;104.86;79.08;58.16;61.9
PF3D7_1120600;PF3D7_1120600.1;DDRGK domain-containing protein, putative;7.4;20.4;3.58;1.54;2.11;6.66;7.44;5.31;4.33;3.89;1.9;1.71;4.4;4.64;4.09;3.93
PF3D7_1120700;PF3D7_1120700.1;conserved Plasmodium protein, unknown function;12.6;50.8;20.66;20.84;9.92;6.43;13.52;11.33;7.33;14.98;14.08;7.03;5.8;7.23;7.59;6.25
PF3D7_1120800;PF3D7_1120800.1;conserved Plasmodium protein, unknown function;30.8;96.8;21.7;18.7;4.42;247.17;771.05;185.15;153.11;24.55;18.75;5.18;123.98;344.67;106.07;81.99
PF3D7_1120900;PF3D7_1120900.1;heat shock factor-binding protein 1;45.1;86.7;51.17;20.67;9.76;185.84;113.63;88.97;85.96;47.04;24.86;8.59;145.09;146.85;119.22;118.46
PF3D7_1121000;PF3D7_1121000.1;palmitoyltransferase DHHC3;28.2;77.2;21.7;11.35;3.79;25.94;27.11;92;102.07;45.6;22.5;11.47;42.27;77.04;139.71;151.59
PF3D7_1121100;PF3D7_1121100.1;conserved protein, unknown function;32.3;78.7;79.76;93.27;45.02;19.75;17.41;29.76;23.39;60.21;69.17;34.02;18.92;20.91;27.95;23.86
PF3D7_1121200;PF3D7_1121200.1;conserved protein, unknown function;13.4;50.7;7.01;7.55;1.19;8.15;38.32;34.68;15.7;6.61;9.42;2.09;14.59;59.34;28.07;16.45
PF3D7_1121300;PF3D7_1121300.1;tyrosine kinase-like protein;20.8;60.6;26.75;7.26;3.32;8.09;30.32;51.24;47.14;29.35;7.14;3.77;6.47;51.59;65.24;64.22
PF3D7_1121400;PF3D7_1121400.1;WD repeat-containing protein, putative;0;25.9;2.5;0.67;0;7.27;0;15.08;9.45;4.25;3.42;1.31;4.65;7.43;11.92;9.5
PF3D7_1121500;PF3D7_1121500.1;conserved protein, unknown function;12.3;58.2;5.3;2.28;1.08;9.03;36.69;41.93;47.48;11.59;8.34;3.16;17.47;43.13;40.68;35.59
PF3D7_1121600;PF3D7_1121600.1;exported protein 1;99;99.9;1694.2;1980.07;3409.59;8796.69;6241.43;2555.46;2656.38;1735.41;1955.93;3021.67;6235.41;3812.16;1726.94;1782.98
PF3D7_1121700;PF3D7_1121700.1;protein GCN20;59.5;88.4;125.54;166.25;134.12;151.11;81.81;54.69;49.54;152.54;182.17;132.16;194.12;89.55;51.63;50.15
PF3D7_1121800;PF3D7_1121800.1;peptidase M16, putative;11.5;19.6;2.43;3.3;1.47;7.53;2.95;6.68;8.17;2.34;2.7;1.4;3.2;1.36;5.07;4.53
PF3D7_1121900;PF3D7_1121900.1;serine/threonine protein kinase, putative;10.7;47.9;11.78;1.87;1.41;8.86;30.31;33.42;33.77;16.47;3.39;2.28;4.66;32.2;31.29;32.35
PF3D7_1122000;PF3D7_1122000.1;conserved protein, unknown function;10.7;41.6;4.17;2.86;0.77;24.67;18.64;15.46;7.64;7.5;5.02;2.26;31.11;26.62;16.01;12.63
PF3D7_1122100;PF3D7_1122100.1;GPI transamidase component GPI16, putative;14.9;68.5;5.66;5.72;1.44;20.57;73.52;32.83;52.32;14.22;11.21;4.23;22.43;92.55;47.8;58.48
PF3D7_1122200;PF3D7_1122200.1;JmjC domain-containing protein, putative;30.3;74.2;53.01;72.03;40.67;50.24;15.6;28.74;38.36;65.06;90.89;50.39;72.24;45.82;36.49;42
PF3D7_1122300;PF3D7_1122300.1;conserved Plasmodium protein, unknown function;37;71.9;61.94;57.49;21.52;22.24;22.02;61.64;62.6;75.21;74.24;33.97;19.82;25.03;51.31;56.33
PF3D7_1122400;PF3D7_1122400.1;conserved Plasmodium protein, unknown function;50;74.3;60.12;72.81;44.85;41.28;46.78;36.51;35.94;57.25;66.29;41.26;43.35;41.84;34.74;42.48
PF3D7_1122500;PF3D7_1122500.1;conserved Plasmodium protein, unknown function;18.7;46.3;21.24;9.33;4.64;7.14;13.75;20.39;21.91;16.12;7.83;3.5;8.59;16.81;23.77;24.15
PF3D7_1122600;PF3D7_1122600.1;conserved Plasmodium protein, unknown function;11.8;20.5;2.88;3;1.52;4.16;2.72;11.8;10.02;4.44;3.32;1.6;4.15;3.76;14.34;13.11
PF3D7_1122700;PF3D7_1122700.1;conserved Plasmodium protein, unknown function;15.1;87.6;11.44;5.39;1.45;24.92;62.52;177.67;189.73;48.53;12.35;5.12;18.88;83.41;273.6;279.1
PF3D7_1122800;PF3D7_1122800.1;calcium-dependent protein kinase 6;10.1;56.4;12.73;27.79;12.5;11.52;4.93;11.7;6.06;12.36;28.94;12.38;8.87;6.82;9.52;8.6
PF3D7_1122900;PF3D7_1122900.1;dynein heavy chain, putative;6.6;13.1;0.83;0.82;0.35;4.68;2.47;6.57;5.83;1.18;1.16;0.58;2.75;1.5;5.64;5.48
PF3D7_1123000;PF3D7_1123000.1;conserved Plasmodium protein, unknown function;51.2;85.2;103.99;139.13;79.3;51.51;47.24;41.37;37.47;78.68;98.47;61.07;29.82;23.46;25.27;25.17
PF3D7_1123100;PF3D7_1123100.1;calcium-dependent protein kinase 7;28.3;63.7;29.2;40.72;26.93;15.33;13.63;23.87;27.57;27.9;34.37;25.26;13.13;9.3;18.66;17.64
PF3D7_1123200;PF3D7_1123200.1;leucine-rich repeat protein;20.1;69.9;29.3;9.15;3.64;7.8;34.23;68.86;73.64;38.47;15.07;5.34;9.56;38.18;85.05;82.69
PF3D7_1123300;PF3D7_1123300.1;RING zinc finger protein, putative;76.9;85.2;117.03;139.13;92.48;100.1;119.86;112.7;119.82;102.38;116.39;86.9;91.57;85.92;107.24;105.89
PF3D7_1123400;PF3D7_1123400.1;translation elongation factor EF-1, subunit alpha, putative;73.4;93.4;100.65;96.4;132.45;390.19;200.72;85.13;99.13;150.42;162;201.01;452.36;322.35;127.11;124.85
PF3D7_1123500;PF3D7_1123500.1;golgi protein 2;78.8;93.7;196.46;330.38;183.84;140.39;151.29;110.26;121.85;172.23;300.48;191.84;122.2;100.76;101.43;108.69
PF3D7_1123600;PF3D7_1123600.1;RAP protein, putative;37.4;71.7;51.64;57.55;43.97;54.08;53.11;23.71;24.91;41.94;53.74;54.03;81.25;62.43;37.91;38.07
PF3D7_1123700;PF3D7_1123700.1;mitochondrial ribosomal protein L37, putative;59.5;92.9;51.91;35.1;33.17;92.6;349.74;49.26;52.73;45.07;23.64;26.67;60.27;293.47;39;46.51
PF3D7_1123800;PF3D7_1123800.1;structural maintenance of chromosomes protein 5, putative;23;50.2;14.94;8.51;2.78;15.69;28.27;30.91;36.2;17.63;8.93;3.52;19.1;32.13;31.3;33.74
PF3D7_1123900;PF3D7_1123900.1;13 kDa ribonucleoprotein-associated protein, putative;79.1;95.3;240.96;291.79;231.24;545.61;341.24;111.16;117.45;279.71;378.21;388.33;724.08;419.53;112.74;93.42
PF3D7_1124000;PF3D7_1124000.1;endoplasmic reticulum oxidoreductin, putative;69.8;85.5;64.54;70.78;39.81;114.57;143.26;158.17;162.97;112.2;131.78;73.09;115.68;155.11;196.06;219.96
PF3D7_1124100;PF3D7_1124100.1;BEACH domain-containing protein, putative;53.3;67.5;28.21;49.5;30.62;48.67;61.45;42.11;47.77;33.67;60.04;39.67;59.05;64.3;46.84;52.58
PF3D7_1124200;PF3D7_1124200.1;thioredoxin-like protein, putative;45.1;72.6;45.14;30.38;22.97;28.25;68.8;82.11;65.62;42.97;27.99;20.47;35.01;45.02;78.38;83.6
PF3D7_1124300;PF3D7_1124300.1;conserved protein, unknown function;72;90.4;171.19;177.29;168.57;197.36;174.28;79.7;86.16;139.2;141.9;136.96;162.21;85;57.71;66.5
PF3D7_1124400;PF3D7_1124400.1;U6 snRNA-associated Sm-like protein LSm1, putative;36.3;88.6;28.33;45.1;25.07;220.45;53.86;22.84;37.24;85.7;102.14;58.82;231.79;125.09;51.02;49.27
PF3D7_1124500;PF3D7_1124500.1;pyruvate dehydrogenase E1 component subunit alpha;33.6;53.2;14.97;12.89;15.53;24.35;19.63;21.1;21.12;16.26;17.75;17.69;20.41;32.02;15.87;16.63
PF3D7_1124600;PF3D7_1124600.1;ethanolamine kinase;55.6;96.9;58.9;43.06;17.5;148.9;575.77;562.97;636.99;172.2;133.45;57.75;263.78;887.21;767.18;848.2
PF3D7_1124700;PF3D7_1124700.1;GrpE protein homolog, mitochondrial, putative;52.1;91.5;66.39;76.71;107.49;294.64;128.68;38.06;48.67;62.15;75.78;100.9;217.62;96.52;41;40.25
PF3D7_1124800;PF3D7_1124800.1;ribosome biogenesis regulatory protein, putative;72.4;95.3;243.53;340.98;244.83;548.95;121.02;84.87;81.82;253.43;314.93;231.3;448.9;200.94;62.97;56.86
PF3D7_1124900;PF3D7_1124900.1;60S ribosomal protein L35, putative;92.7;99.2;533.72;645.5;790.98;2830.44;1434.86;297.53;357.66;549.45;530.77;639.01;1178.97;504.2;181.22;209.6
PF3D7_1125000;PF3D7_1125000.1;conserved protein, unknown function;31;74.7;14.41;11.47;4.46;50.96;92.45;90.62;77.87;27.64;22.73;9.72;38.49;131.3;90.82;91.42
